
> pennant-sim@0.1.0 baseline:new
> tsx scripts/balance-new-engine.ts

Season 1/100: AVG 0.243, ERA 3.10, HR 1193
Season 58/100: AVG 0.248, ERA 3.18, HR 1216
Season 59/100: AVG 0.233, ERA 2.69, HR 1074
Season 60/100: AVG 0.242, ERA 2.94, HR 1072
Season 61/100: AVG 0.216, ERA 2.22, HR 870
Season 62/100: AVG 0.230, ERA 2.48, HR 966
Season 63/100: AVG 0.235, ERA 2.77, HR 1066
Season 64/100: AVG 0.230, ERA 2.58, HR 1026
Season 65/100: AVG 0.231, ERA 2.66, HR 1001
Season 66/100: AVG 0.240, ERA 2.91, HR 1114
Season 67/100: AVG 0.247, ERA 3.20, HR 1195
Season 68/100: AVG 0.234, ERA 2.78, HR 1107
Season 69/100: AVG 0.234, ERA 2.59, HR 1023
Season 70/100: AVG 0.236, ERA 2.73, HR 1059
Season 71/100: AVG 0.214, ERA 2.20, HR 854
Season 72/100: AVG 0.227, ERA 2.50, HR 1001
Season 73/100: AVG 0.234, ERA 2.68, HR 1037
Season 74/100: AVG 0.251, ERA 3.29, HR 1308
Season 75/100: AVG 0.235, ERA 2.67, HR 1106
Season 76/100: AVG 0.241, ERA 2.88, HR 1057
Season 77/100: AVG 0.235, ERA 2.74, HR 1122
Season 78/100: AVG 0.240, ERA 2.81, HR 1105
Season 79/100: AVG 0.236, ERA 2.59, HR 940
Season 80/100: AVG 0.232, ERA 2.64, HR 1038
Season 81/100: AVG 0.231, ERA 2.70, HR 1069
Season 82/100: AVG 0.243, ERA 2.93, HR 1191
Season 83/100: AVG 0.240, ERA 2.92, HR 1221
Season 84/100: AVG 0.229, ERA 2.40, HR 950
Season 85/100: AVG 0.246, ERA 3.08, HR 1276
Season 86/100: AVG 0.230, ERA 2.68, HR 1072
Season 87/100: AVG 0.238, ERA 2.86, HR 1054
Season 88/100: AVG 0.237, ERA 2.73, HR 1049
Season 89/100: AVG 0.232, ERA 2.56, HR 1061
Season 90/100: AVG 0.233, ERA 2.68, HR 1043
Season 91/100: AVG 0.232, ERA 2.74, HR 1134
Season 92/100: AVG 0.229, ERA 2.62, HR 1112
Season 93/100: AVG 0.234, ERA 2.69, HR 1044
Season 94/100: AVG 0.234, ERA 2.69, HR 1110
Season 95/100: AVG 0.232, ERA 2.57, HR 1032
Season 96/100: AVG 0.230, ERA 2.50, HR 1002
Season 97/100: AVG 0.241, ERA 2.93, HR 1163
Season 98/100: AVG 0.236, ERA 2.87, HR 1141
Season 99/100: AVG 0.222, ERA 2.38, HR 908
Season 100/100: AVG 0.242, ERA 2.77, HR 1106
Baseline summary: {"battingAverage":{"mean":0.23504,"standardDeviation":0.007088},"era":{"mean":2.726954,"standardDeviation":0.225142},"homeRuns":{"mean":1069.06,"standardDeviation":93.061},"stolenBaseSuccessRate":{"mean":0.620826,"standardDeviation":0.015258},"stolenBaseAttemptsPerTeamGame":{"mean":0.454889,"standardDeviation":0.021172},"walkRate":{"mean":0.075851,"standardDeviation":0.004357},"batterOvrStandardDeviation":{"mean":19.984365,"standardDeviation":0.802711},"pitcherOvrStandardDeviation":{"mean":18.022138,"standardDeviation":1.163453},"batterOvrTop1Percent":{"mean":110.94,"standardDeviation":3.931},"batterOvrTop5Percent":{"mean":83.94,"standardDeviation":4.294},"pitcherOvrTop1Percent":{"mean":102.37,"standardDeviation":4.438},"pitcherOvrTop5Percent":{"mean":79.41,"standardDeviation":5.537},"batterOvr85PlusCount":{"mean":21.35,"standardDeviation":3.179},"pitcherOvr85PlusCount":{"mean":13.68,"standardDeviation":3.771},"averageTeamOvr85PlusCount":{"mean":2.919,"standardDeviation":0.357},"minimumTeamOvr85PlusCount":{"mean":2,"standardDeviation":0},"latentFactorMaximumRate":{"mean":0.333929,"standardDeviation":0.015598},"potentialGap40PlusRate":{"mean":0.051019,"standardDeviation":0.00836},"meanMaximumPotentialGap":{"mean":19.912857,"standardDeviation":0.414563},"meanAveragePotentialGap":{"mean":13.037469,"standardDeviation":0.310251},"elitePotentialRate":{"mean":0.051058,"standardDeviation":0.008347}}
NPB target evaluation: {"passed":true,"comparison":{"battingAverage":{"value":0.23504,"minimum":0.232,"target":0.244,"maximum":0.257,"passed":true},"era":{"value":2.726954,"minimum":2.21,"target":3.01,"maximum":3.6,"passed":true},"homeRuns":{"value":1069.06,"minimum":1000,"target":1096,"maximum":1200,"passed":true},"stolenBaseAttemptsPerTeamGame":{"value":0.454889,"minimum":0.3,"target":0.45,"maximum":0.6,"passed":true}}}
Wrote 100-season new-engine baseline to /home/runner/work/pennant-sim/pennant-sim/baseline/new-season-stats.json
